outcome,outcome_label,panel,spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_pval,n_outcome,n_outcome_treated,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,PWT,growth,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,406,8,-0.04999869136541782,0.03899431820234352,0.1997709082378482,-0.38488731104346474,0.7107324296299979,0.5881380805760539,25.699476887389398
Y_gdp_growth_wb,World Bank,growth,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,404,8,0.005317236443726295,0.030866671856862912,0.8632294735800687,-0.03664079357310261,0.4249120816742494,0.9312824141500553,18.97722512089243
Y_gdp_growth_imf,IMF WEO,growth,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,310,4,0.0018060340117001111,0.03375604403011162,0.9573315089114096,0.14308287539209988,1.2708829825341244,0.9103592565361178,26.756658156094957
Y_inflation,"CPI, cumulative log",inflation,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,361,7,-0.06793904989394439,0.5189414957539161,0.8958397680478805,-0.6708557130197681,6.255390547260011,0.9145950788403117,21.562009604291774
Y_unemployment,Unemployment rate,unemployment,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,291,6,-0.5422480409545181,0.5134015569600474,0.29088279712311577,-5.510514304980512,5.794339525239964,0.3415958413917998,22.520306622308002
Y_trade_pct_gdp,Trade / GDP,trade,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,375,5,0.5011339044837833,4.1809727195398825,0.904593574958315,0.26340466726843914,105.69632719143817,0.9980116026232746,16.986160807220944
Y_top10_share,Top-10% income share,top10,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,372,6,-0.49472683704051323,0.564151920467856,0.38051975610953787,-5.80635627702693,8.523202416995368,0.4957189095621066,23.370602098660346
Y_gini_disp,Disposable,gini,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,323,6,0.43241503292855654,0.30422760787914227,0.15521396241567043,3.9862425802711456,7.356962454235087,0.5879337858634877,23.657355489292524
Y_gini_mkt,Market,gini,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,323,6,-0.20867430742230314,0.3031426110833904,0.4912197521175795,-1.767488164997096,6.533238691477888,0.7867465237216721,31.830477371744568
Y_debt,Debt / GDP,fiscal,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,391,8,-6.699742477188795,9.941502889091096,0.5003644240648568,-40.50966263992109,173.10298078667904,0.8149689896950574,20.942362903368196
Y_deficit,Deficit / GDP,fiscal,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,324,6,-0.17117033645449187,2.2944284688434293,0.9405309029050898,-2.006387085103887,23.9409081378381,0.933210832331689,16.87355786344712
Y_checks_balances,Checks & balances,institutions,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,404,8,0.024171477000611105,0.03807403027413255,0.5255231851906786,0.024647692417975722,0.476262999703566,0.9587260857874097,17.660518307812723
Y_jucon,Judicial constraints,institutions,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,411,8,0.06713760767405473,0.03094667655821765,0.030047702652907744,0.5668780094456457,0.562454480866024,0.3135194262580809,16.870850183442577
Y_legcon,Legislative constraints,institutions,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,404,8,-0.02051256478546557,0.05509043555821761,0.709637125739171,-0.4446667474671442,0.7312888081339632,0.5431483381165679,18.140858540772538
Y_hos_power,HOS,exec_power,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,411,8,-0.03242537923992679,0.023286520123776428,0.16378533698666875,-0.2864745584725356,0.3958998216403638,0.469309096046955,17.1542829816409
Y_hog_power,HOG,exec_power,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,158,6,0.020237241046744535,0.05873104284945974,0.7304140060775892,0.10907997971388904,0.3523411552226327,0.7568756079030907,15.709661048383765
Y_hos_power_vdem,HOS (v2ex_hosw),exec_power_alt,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,411,8,0.004661916188031587,0.0033237079975259173,0.16072866964785149,0.07503374354631863,0.05040365919141022,0.13657780000610975,15.620121842955035
Y_hog_power_vdem,HOG (v2ex_hogw),exec_power_alt,instr-antiplural_w1_trt-ert_gapany_illib0p6535_opp0p6535_exclyr,backsliding_Nyr,411,8,0.10466268913530978,0.21276230166357338,411,8,0.0010743912757222843,0.0027496885766050507,0.6959953539762294,-5.774330394883101e-4,0.026609741524904924,0.9826872143585883,16.022942172657274
